stage_id,animal_id,point_id,x_local_m,y_local_m,z_m,coordinate_frame,spawn_surface,spawn_weight,source_x,source_y,source_z
vegetative,brown_planthopper_eggs,30,2.9487,4.3831,1.368,gama_field_local_m,leaf,1,46.986934,-31.72362,1.367558
vegetative,brown_planthopper_eggs,31,4.6006,-7.7139,1.368,gama_field_local_m,leaf,1,49.986934,-55.72362,1.367558
vegetative,brown_planthopper_eggs,32,4.6006,1.3588,1.368,gama_field_local_m,leaf,1,49.986934,-37.72362,1.367558
vegetative,brown_planthopper_eggs,33,6.2525,-0.1533,1.368,gama_field_local_m,leaf,1,52.986934,-40.72362,1.367558
vegetative,brown_planthopper_eggs,34,7.9044,-10.7381,1.368,gama_field_local_m,leaf,1,55.986934,-61.72362,1.367558
vegetative,brown_planthopper_eggs,35,9.5563,-1.6654,1.368,gama_field_local_m,leaf,1,58.986934,-43.72362,1.367558
vegetative,brown_planthopper_eggs,36,11.2082,-6.2018,1.368,gama_field_local_m,leaf,1,61.986934,-52.72362,1.367558
vegetative,brown_planthopper_eggs,37,12.8601,-12.2503,1.368,gama_field_local_m,leaf,1,64.986934,-64.72362,1.367558
vegetative,brown_planthopper_eggs,38,12.8601,4.3831,1.368,gama_field_local_m,leaf,1,64.986934,-31.72362,1.367558
vegetative,brown_planthopper_eggs,39,14.5120,-9.2260,1.368,gama_field_local_m,leaf,1,67.986934,-58.72362,1.367558
vegetative,brown_planthopper_eggs,40,14.5120,-1.6654,1.368,gama_field_local_m,leaf,1,67.986934,-43.72362,1.367558
vegetative,brown_planthopper_nymph,1,-5.3790,-7.6323,0.890,gama_field_local_m,plant,1,31.86291,-55.561716,0.890411
vegetative,brown_planthopper_nymph,2,-3.7271,-4.6081,0.890,gama_field_local_m,plant,1,34.86291,-49.561716,0.890411
vegetative,brown_planthopper_nymph,3,-3.7271,4.4647,0.890,gama_field_local_m,plant,1,34.86291,-31.561716,0.890411
vegetative,brown_planthopper_nymph,4,-2.0752,-13.6808,0.890,gama_field_local_m,plant,1,37.86291,-67.561716,0.890411
vegetative,brown_planthopper_nymph,5,-2.0752,-0.0717,0.890,gama_field_local_m,plant,1,37.86291,-40.561716,0.890411
vegetative,brown_planthopper_nymph,6,-0.4233,-9.1444,0.890,gama_field_local_m,plant,1,40.86291,-58.561716,0.890411
vegetative,brown_planthopper_nymph,7,1.2285,-12.1687,0.890,gama_field_local_m,plant,1,43.86291,-64.561716,0.890411
vegetative,brown_planthopper_nymph,8,1.2285,-1.5838,0.890,gama_field_local_m,plant,1,43.86291,-43.561716,0.890411
vegetative,brown_planthopper_nymph,9,1.2285,2.9525,0.890,gama_field_local_m,plant,1,43.86291,-34.561716,0.890411
vegetative,brown_planthopper_nymph,10,2.8804,-6.1202,0.890,gama_field_local_m,plant,1,46.86291,-52.561716,0.890411
vegetative,brown_planthopper_nymph,11,4.5323,-7.6323,0.890,gama_field_local_m,plant,1,49.86291,-55.561716,0.890411
vegetative,brown_planthopper_nymph,12,4.5323,1.4404,0.890,gama_field_local_m,plant,1,49.86291,-37.561716,0.890411
vegetative,brown_planthopper_nymph,13,6.1842,4.4647,0.890,gama_field_local_m,plant,1,52.86291,-31.561716,0.890411
vegetative,brown_planthopper_nymph,14,7.8361,-9.1444,0.890,gama_field_local_m,plant,1,55.86291,-58.561716,0.890411
vegetative,brown_planthopper_nymph,15,7.8361,-6.1202,0.890,gama_field_local_m,plant,1,55.86291,-52.561716,0.890411
vegetative,brown_planthopper_nymph,16,7.8361,-0.0717,0.890,gama_field_local_m,plant,1,55.86291,-40.561716,0.890411
vegetative,brown_planthopper_nymph,17,12.7918,-7.6323,0.890,gama_field_local_m,plant,1,64.8629,-55.561716,0.890411
vegetative,brown_planthopper_nymph,18,12.7918,4.4647,0.890,gama_field_local_m,plant,1,64.8629,-31.561716,0.890411
vegetative,brown_planthopper_nymph,19,14.4437,-13.6808,0.890,gama_field_local_m,plant,1,67.8629,-67.561716,0.890411
vegetative,brown_planthopper_nymph,20,14.4437,-1.5838,0.890,gama_field_local_m,plant,1,67.8629,-43.561716,0.890411
vegetative,brown_planthopper_nymph,21,-5.3659,-7.6323,0.881,gama_field_local_m,plant,1,31.88673,-55.561716,0.88115
vegetative,brown_planthopper_nymph,22,-3.7140,-4.6081,0.881,gama_field_local_m,plant,1,34.88673,-49.561716,0.88115
vegetative,brown_planthopper_nymph,23,-3.7140,4.4647,0.881,gama_field_local_m,plant,1,34.88673,-31.561716,0.88115
vegetative,brown_planthopper_nymph,24,-2.0621,-13.6808,0.881,gama_field_local_m,plant,1,37.88673,-67.561716,0.88115
vegetative,brown_planthopper_nymph,25,-2.0621,-0.0717,0.881,gama_field_local_m,plant,1,37.88673,-40.561716,0.88115
vegetative,brown_planthopper_nymph,26,-0.4102,-9.1444,0.881,gama_field_local_m,plant,1,40.88673,-58.561716,0.88115
vegetative,brown_planthopper_nymph,27,1.2417,-12.1687,0.881,gama_field_local_m,plant,1,43.88673,-64.561716,0.88115
vegetative,brown_planthopper_nymph,28,1.2417,-1.5838,0.881,gama_field_local_m,plant,1,43.88673,-43.561716,0.88115
vegetative,brown_planthopper_nymph,29,1.2417,2.9525,0.881,gama_field_local_m,plant,1,43.88673,-34.561716,0.88115
vegetative,brown_planthopper_nymph,30,2.8936,-6.1202,0.881,gama_field_local_m,plant,1,46.88673,-52.561716,0.88115
vegetative,brown_planthopper_nymph,31,4.5454,-7.6323,0.881,gama_field_local_m,plant,1,49.88673,-55.561716,0.88115
vegetative,brown_planthopper_nymph,32,4.5454,1.4404,0.881,gama_field_local_m,plant,1,49.88673,-37.561716,0.88115
vegetative,brown_planthopper_nymph,33,6.1973,4.4647,0.881,gama_field_local_m,plant,1,52.88673,-31.561716,0.88115
vegetative,brown_planthopper_nymph,34,7.8492,-9.1444,0.881,gama_field_local_m,plant,1,55.88673,-58.561716,0.88115
vegetative,brown_planthopper_nymph,35,7.8492,-6.1202,0.881,gama_field_local_m,plant,1,55.88673,-52.561716,0.88115
vegetative,brown_planthopper_nymph,36,7.8492,-0.0717,0.881,gama_field_local_m,plant,1,55.88673,-40.561716,0.88115
vegetative,brown_planthopper_nymph,37,12.8049,-7.6323,0.881,gama_field_local_m,plant,1,64.88672,-55.561716,0.88115
vegetative,brown_planthopper_nymph,38,12.8049,4.4647,0.881,gama_field_local_m,plant,1,64.88672,-31.561716,0.88115
vegetative,brown_planthopper_nymph,39,14.4568,-13.6808,0.881,gama_field_local_m,plant,1,67.88672,-67.561716,0.88115
vegetative,brown_planthopper_nymph,40,14.4568,-1.5838,0.881,gama_field_local_m,plant,1,67.88672,-43.561716,0.88115
vegetative,brown_planthopper_nymph,41,-5.3736,-7.6298,0.925,gama_field_local_m,plant,1,31.87276,-55.556783,0.9248
vegetative,brown_planthopper_nymph,42,-3.7217,-4.6056,0.925,gama_field_local_m,plant,1,34.87276,-49.55679,0.9248
vegetative,brown_planthopper_nymph,43,-3.7217,4.4671,0.925,gama_field_local_m,plant,1,34.87276,-31.55678,0.9248
vegetative,brown_planthopper_nymph,44,-2.0698,-13.6783,0.925,gama_field_local_m,plant,1,37.87276,-67.55678,0.9248
vegetative,brown_planthopper_nymph,45,-2.0698,-0.0692,0.925,gama_field_local_m,plant,1,37.87276,-40.55679,0.9248
vegetative,brown_planthopper_nymph,46,-0.4179,-9.1419,0.925,gama_field_local_m,plant,1,40.87276,-58.556783,0.9248
vegetative,brown_planthopper_nymph,47,1.2340,-12.1662,0.925,gama_field_local_m,plant,1,43.87276,-64.55678,0.9248
vegetative,brown_planthopper_nymph,48,1.2340,-1.5813,0.925,gama_field_local_m,plant,1,43.87276,-43.55679,0.9248
vegetative,brown_planthopper_nymph,49,1.2340,2.9550,0.925,gama_field_local_m,plant,1,43.87276,-34.55679,0.9248
vegetative,brown_planthopper_nymph,50,2.8859,-6.1177,0.925,gama_field_local_m,plant,1,46.87276,-52.556783,0.9248
vegetative,brown_planthopper_nymph,51,4.5378,-7.6298,0.925,gama_field_local_m,plant,1,49.87276,-55.556783,0.9248
vegetative,brown_planthopper_nymph,52,4.5378,1.4429,0.925,gama_field_local_m,plant,1,49.87276,-37.55679,0.9248
vegetative,brown_planthopper_nymph,53,6.1896,4.4671,0.925,gama_field_local_m,plant,1,52.87276,-31.55678,0.9248
vegetative,brown_planthopper_nymph,54,7.8415,-9.1419,0.925,gama_field_local_m,plant,1,55.87276,-58.556783,0.9248
vegetative,brown_planthopper_nymph,55,7.8415,-6.1177,0.925,gama_field_local_m,plant,1,55.87276,-52.556783,0.9248
vegetative,brown_planthopper_nymph,56,7.8415,-0.0692,0.925,gama_field_local_m,plant,1,55.87276,-40.55679,0.9248
vegetative,brown_planthopper_nymph,57,12.7972,-7.6298,0.925,gama_field_local_m,plant,1,64.87276,-55.556783,0.9248
vegetative,brown_planthopper_nymph,58,12.7972,4.4671,0.925,gama_field_local_m,plant,1,64.87276,-31.55678,0.9248
vegetative,brown_planthopper_nymph,59,14.4491,-13.6783,0.925,gama_field_local_m,plant,1,67.87276,-67.55678,0.9248
vegetative,brown_planthopper_nymph,60,14.4491,-1.5813,0.925,gama_field_local_m,plant,1,67.87276,-43.55679,0.9248
vegetative,brown_planthopper_nymph,61,-5.3837,-7.6275,0.962,gama_field_local_m,plant,1,31.85433,-55.552118,0.96185
vegetative,brown_planthopper_nymph,62,-3.7319,-4.6032,0.962,gama_field_local_m,plant,1,34.85432,-49.55212,0.96185
vegetative,brown_planthopper_nymph,63,-3.7319,4.4695,0.962,gama_field_local_m,plant,1,34.85432,-31.55212,0.96185
vegetative,brown_planthopper_nymph,64,-2.0800,-13.6759,0.962,gama_field_local_m,plant,1,37.85432,-67.552118,0.96185
vegetative,brown_planthopper_nymph,65,-2.0800,-0.0669,0.962,gama_field_local_m,plant,1,37.85432,-40.55212,0.96185
vegetative,brown_planthopper_nymph,66,-0.4281,-9.1396,0.962,gama_field_local_m,plant,1,40.85432,-58.552118,0.96185
vegetative,brown_planthopper_nymph,67,1.2238,-12.1638,0.962,gama_field_local_m,plant,1,43.85432,-64.552118,0.96185
vegetative,brown_planthopper_nymph,68,1.2238,-1.5790,0.962,gama_field_local_m,plant,1,43.85432,-43.55212,0.96185
vegetative,brown_planthopper_nymph,69,1.2238,2.9574,0.962,gama_field_local_m,plant,1,43.85432,-34.55212,0.96185
vegetative,brown_planthopper_nymph,70,2.8757,-6.1153,0.962,gama_field_local_m,plant,1,46.85432,-52.552118,0.96185
vegetative,brown_planthopper_nymph,71,4.5276,-7.6275,0.962,gama_field_local_m,plant,1,49.85432,-55.552118,0.96185
vegetative,brown_planthopper_nymph,72,4.5276,1.4453,0.962,gama_field_local_m,plant,1,49.85432,-37.55212,0.96185
vegetative,brown_planthopper_nymph,73,6.1795,4.4695,0.962,gama_field_local_m,plant,1,52.85432,-31.55212,0.96185
vegetative,brown_planthopper_nymph,74,7.8314,-9.1396,0.962,gama_field_local_m,plant,1,55.85432,-58.552118,0.96185
vegetative,brown_planthopper_nymph,75,7.8314,-6.1153,0.962,gama_field_local_m,plant,1,55.85432,-52.552118,0.96185
vegetative,brown_planthopper_nymph,76,7.8314,-0.0669,0.962,gama_field_local_m,plant,1,55.85432,-40.55212,0.96185
vegetative,brown_planthopper_nymph,77,12.7871,-7.6275,0.962,gama_field_local_m,plant,1,64.85433,-55.552118,0.96185
vegetative,brown_planthopper_nymph,78,12.7871,4.4695,0.962,gama_field_local_m,plant,1,64.85433,-31.55212,0.96185
vegetative,brown_planthopper_nymph,79,14.4390,-13.6759,0.962,gama_field_local_m,plant,1,67.85433,-67.552118,0.96185
vegetative,brown_planthopper_nymph,80,14.4390,-1.5790,0.962,gama_field_local_m,plant,1,67.85433,-43.55212,0.96185
vegetative,brown_planthopper_nymph,81,-5.3650,-7.6269,0.962,gama_field_local_m,plant,1,31.88838,-55.55108,0.96245
vegetative,brown_planthopper_nymph,82,-3.7131,-4.6027,0.962,gama_field_local_m,plant,1,34.88838,-49.55108,0.96245
vegetative,brown_planthopper_nymph,83,-3.7131,4.4700,0.962,gama_field_local_m,plant,1,34.88838,-31.55108,0.96245
vegetative,brown_planthopper_nymph,84,-2.0612,-13.6754,0.962,gama_field_local_m,plant,1,37.88838,-67.55108,0.96245
vegetative,brown_planthopper_nymph,85,-2.0612,-0.0663,0.962,gama_field_local_m,plant,1,37.88838,-40.55108,0.96245
vegetative,brown_planthopper_nymph,86,-0.4093,-9.1391,0.962,gama_field_local_m,plant,1,40.88838,-58.55108,0.96245
vegetative,brown_planthopper_nymph,87,1.2426,-12.1633,0.962,gama_field_local_m,plant,1,43.88838,-64.55108,0.96245
vegetative,brown_planthopper_nymph,88,1.2426,-1.5785,0.962,gama_field_local_m,plant,1,43.88838,-43.55108,0.96245
vegetative,brown_planthopper_nymph,89,1.2426,2.9579,0.962,gama_field_local_m,plant,1,43.88838,-34.55108,0.96245
vegetative,brown_planthopper_nymph,90,2.8945,-6.1148,0.962,gama_field_local_m,plant,1,46.88838,-52.55108,0.96245
vegetative,brown_planthopper_nymph,91,4.5464,-7.6269,0.962,gama_field_local_m,plant,1,49.88838,-55.55108,0.96245
vegetative,brown_planthopper_nymph,92,4.5464,1.4458,0.962,gama_field_local_m,plant,1,49.88838,-37.55108,0.96245
vegetative,brown_planthopper_nymph,93,6.1982,4.4700,0.962,gama_field_local_m,plant,1,52.88838,-31.55108,0.96245
vegetative,brown_planthopper_nymph,94,7.8501,-9.1391,0.962,gama_field_local_m,plant,1,55.88838,-58.55108,0.96245
vegetative,brown_planthopper_nymph,95,7.8501,-6.1148,0.962,gama_field_local_m,plant,1,55.88838,-52.55108,0.96245
vegetative,brown_planthopper_nymph,96,7.8501,-0.0663,0.962,gama_field_local_m,plant,1,55.88838,-40.55108,0.96245
vegetative,brown_planthopper_nymph,97,12.8058,-7.6269,0.962,gama_field_local_m,plant,1,64.88838,-55.55108,0.96245
vegetative,brown_planthopper_nymph,98,12.8058,4.4700,0.962,gama_field_local_m,plant,1,64.88838,-31.55108,0.96245
vegetative,brown_planthopper_nymph,99,14.4577,-13.6754,0.962,gama_field_local_m,plant,1,67.88838,-67.55108,0.96245
vegetative,brown_planthopper_nymph,100,14.4577,-1.5785,0.962,gama_field_local_m,plant,1,67.88838,-43.55108,0.96245
vegetative,brown_planthopper_adult,1,-5.2400,-7.6934,0.511,gama_field_local_m,plant,1,32.11532,-55.68286,0.5111
vegetative,brown_planthopper_adult,2,-5.2400,-3.1570,0.511,gama_field_local_m,plant,1,32.11532,-46.682855,0.5111
vegetative,brown_planthopper_adult,3,-3.5881,-12.2297,0.511,gama_field_local_m,plant,1,35.11532,-64.682863,0.5111
vegetative,brown_planthopper_adult,4,-3.5881,4.4036,0.511,gama_field_local_m,plant,1,35.11532,-31.682855,0.5111
vegetative,brown_planthopper_adult,5,-1.9363,-6.1812,0.511,gama_field_local_m,plant,1,38.11532,-52.68286,0.5111
vegetative,brown_planthopper_adult,6,-0.2844,-13.7418,0.511,gama_field_local_m,plant,1,41.11532,-67.682863,0.5111
vegetative,brown_planthopper_adult,7,-0.2844,-1.6449,0.511,gama_field_local_m,plant,1,41.11532,-43.682855,0.5111
vegetative,brown_planthopper_adult,8,-0.2844,1.3794,0.511,gama_field_local_m,plant,1,41.11532,-37.682855,0.5111
vegetative,brown_planthopper_adult,9,1.3675,-9.2055,0.511,gama_field_local_m,plant,1,44.11532,-58.68286,0.5111
vegetative,brown_planthopper_adult,10,3.0194,-4.6691,0.511,gama_field_local_m,plant,1,47.11532,-49.682855,0.5111
vegetative,brown_planthopper_adult,11,4.6713,-10.7176,0.511,gama_field_local_m,plant,1,50.11532,-61.68286,0.5111
vegetative,brown_planthopper_adult,12,4.6713,-1.6449,0.511,gama_field_local_m,plant,1,50.11532,-43.682855,0.5111
vegetative,brown_planthopper_adult,13,6.3232,-6.1812,0.511,gama_field_local_m,plant,1,53.11532,-52.68286,0.5111
vegetative,brown_planthopper_adult,14,6.3232,4.4036,0.511,gama_field_local_m,plant,1,53.11532,-31.682855,0.5111
vegetative,brown_planthopper_adult,15,9.6270,1.3794,0.511,gama_field_local_m,plant,1,59.11532,-37.682855,0.5111
vegetative,brown_planthopper_adult,16,11.2789,-13.7418,0.511,gama_field_local_m,plant,1,62.11532,-67.682863,0.5111
vegetative,brown_planthopper_adult,17,12.9308,-3.1570,0.511,gama_field_local_m,plant,1,65.11533,-46.682855,0.5111
vegetative,brown_planthopper_adult,18,14.5827,-12.2297,0.511,gama_field_local_m,plant,1,68.11533,-64.682863,0.5111
vegetative,brown_planthopper_adult,19,14.5827,-9.2055,0.511,gama_field_local_m,plant,1,68.11533,-58.68286,0.5111
vegetative,brown_planthopper_adult,20,14.5827,2.8915,0.511,gama_field_local_m,plant,1,68.11533,-34.682855,0.5111
vegetative,brown_planthopper_adult,21,-5.2114,-7.6840,0.467,gama_field_local_m,plant,1,32.16725,-55.66433,0.467138
vegetative,brown_planthopper_adult,22,-5.2114,-3.1477,0.467,gama_field_local_m,plant,1,32.16725,-46.66433,0.467138
vegetative,brown_planthopper_adult,23,-3.5596,-12.2204,0.467,gama_field_local_m,plant,1,35.16725,-64.66433,0.467138
vegetative,brown_planthopper_adult,24,-3.5596,4.4129,0.467,gama_field_local_m,plant,1,35.16725,-31.66433,0.467138
vegetative,brown_planthopper_adult,25,-1.9077,-6.1719,0.467,gama_field_local_m,plant,1,38.16725,-52.66433,0.467138
vegetative,brown_planthopper_adult,26,-0.2558,-13.7325,0.467,gama_field_local_m,plant,1,41.16725,-67.66433,0.467138
vegetative,brown_planthopper_adult,27,-0.2558,-1.6355,0.467,gama_field_local_m,plant,1,41.16725,-43.66433,0.467138
vegetative,brown_planthopper_adult,28,-0.2558,1.3887,0.467,gama_field_local_m,plant,1,41.16725,-37.66433,0.467138
vegetative,brown_planthopper_adult,29,1.3961,-9.1961,0.467,gama_field_local_m,plant,1,44.16725,-58.66433,0.467138
vegetative,brown_planthopper_adult,30,3.0480,-4.6598,0.467,gama_field_local_m,plant,1,47.16725,-49.66433,0.467138
vegetative,brown_planthopper_adult,31,4.6999,-10.7083,0.467,gama_field_local_m,plant,1,50.16725,-61.66433,0.467138
vegetative,brown_planthopper_adult,32,4.6999,-1.6355,0.467,gama_field_local_m,plant,1,50.16725,-43.66433,0.467138
vegetative,brown_planthopper_adult,33,6.3518,-6.1719,0.467,gama_field_local_m,plant,1,53.16725,-52.66433,0.467138
vegetative,brown_planthopper_adult,34,6.3518,4.4129,0.467,gama_field_local_m,plant,1,53.16725,-31.66433,0.467138
vegetative,brown_planthopper_adult,35,9.6556,1.3887,0.467,gama_field_local_m,plant,1,59.16725,-37.66433,0.467138
vegetative,brown_planthopper_adult,36,11.3075,-13.7325,0.467,gama_field_local_m,plant,1,62.16725,-67.66433,0.467138
vegetative,brown_planthopper_adult,37,12.9594,-3.1477,0.467,gama_field_local_m,plant,1,65.16725,-46.66433,0.467138
vegetative,brown_planthopper_adult,38,14.6113,-12.2204,0.467,gama_field_local_m,plant,1,68.16725,-64.66433,0.467138
vegetative,brown_planthopper_adult,39,14.6113,-9.1961,0.467,gama_field_local_m,plant,1,68.16725,-58.66433,0.467138
vegetative,brown_planthopper_adult,40,14.6113,2.9008,0.467,gama_field_local_m,plant,1,68.16725,-34.66433,0.467138
vegetative,brown_planthopper_adult,41,-5.2659,-7.6793,0.473,gama_field_local_m,plant,1,32.06837,-55.65503,0.47255
vegetative,brown_planthopper_adult,42,-5.2659,-3.1430,0.473,gama_field_local_m,plant,1,32.06837,-46.65503,0.47255
vegetative,brown_planthopper_adult,43,-3.6140,-12.2157,0.473,gama_field_local_m,plant,1,35.06837,-64.65503,0.47255
vegetative,brown_planthopper_adult,44,-3.6140,4.4176,0.473,gama_field_local_m,plant,1,35.06837,-31.65503,0.47255
vegetative,brown_planthopper_adult,45,-1.9621,-6.1672,0.473,gama_field_local_m,plant,1,38.06837,-52.65503,0.47255
vegetative,brown_planthopper_adult,46,-0.3102,-13.7278,0.473,gama_field_local_m,plant,1,41.06837,-67.65503,0.47255
vegetative,brown_planthopper_adult,47,-0.3102,-1.6309,0.473,gama_field_local_m,plant,1,41.06837,-43.65503,0.47255
vegetative,brown_planthopper_adult,48,-0.3102,1.3934,0.473,gama_field_local_m,plant,1,41.06837,-37.65503,0.47255
vegetative,brown_planthopper_adult,49,1.3417,-9.1915,0.473,gama_field_local_m,plant,1,44.06837,-58.65503,0.47255
vegetative,brown_planthopper_adult,50,2.9936,-4.6551,0.473,gama_field_local_m,plant,1,47.06837,-49.65503,0.47255
vegetative,brown_planthopper_adult,51,4.6455,-10.7036,0.473,gama_field_local_m,plant,1,50.06837,-61.65503,0.47255
vegetative,brown_planthopper_adult,52,4.6455,-1.6309,0.473,gama_field_local_m,plant,1,50.06837,-43.65503,0.47255
vegetative,brown_planthopper_adult,53,6.2974,-6.1672,0.473,gama_field_local_m,plant,1,53.06837,-52.65503,0.47255
vegetative,brown_planthopper_adult,54,6.2974,4.4176,0.473,gama_field_local_m,plant,1,53.06837,-31.65503,0.47255
vegetative,brown_planthopper_adult,55,9.6011,1.3934,0.473,gama_field_local_m,plant,1,59.06837,-37.65503,0.47255
vegetative,brown_planthopper_adult,56,11.2530,-13.7278,0.473,gama_field_local_m,plant,1,62.06837,-67.65503,0.47255
vegetative,brown_planthopper_adult,57,12.9049,-3.1430,0.473,gama_field_local_m,plant,1,65.06838,-46.65503,0.47255
vegetative,brown_planthopper_adult,58,14.5568,-12.2157,0.473,gama_field_local_m,plant,1,68.06838,-64.65503,0.47255
vegetative,brown_planthopper_adult,59,14.5568,-9.1915,0.473,gama_field_local_m,plant,1,68.06838,-58.65503,0.47255
vegetative,brown_planthopper_adult,60,14.5568,2.9055,0.473,gama_field_local_m,plant,1,68.06838,-34.65503,0.47255
vegetative,brown_planthopper_adult,61,-5.2340,-7.6910,0.445,gama_field_local_m,plant,1,32.12628,-55.678133,0.44495
vegetative,brown_planthopper_adult,62,-5.2340,-3.1546,0.445,gama_field_local_m,plant,1,32.12628,-46.67813,0.44495
vegetative,brown_planthopper_adult,63,-3.5821,-12.2273,0.445,gama_field_local_m,plant,1,35.12628,-64.678133,0.44495
vegetative,brown_planthopper_adult,64,-3.5821,4.4060,0.445,gama_field_local_m,plant,1,35.12628,-31.67813,0.44495
vegetative,brown_planthopper_adult,65,-1.9302,-6.1789,0.445,gama_field_local_m,plant,1,38.12628,-52.678133,0.44495
vegetative,brown_planthopper_adult,66,-0.2783,-13.7395,0.445,gama_field_local_m,plant,1,41.12628,-67.678133,0.44495
vegetative,brown_planthopper_adult,67,-0.2783,-1.6425,0.445,gama_field_local_m,plant,1,41.12628,-43.67813,0.44495
vegetative,brown_planthopper_adult,68,-0.2783,1.3817,0.445,gama_field_local_m,plant,1,41.12628,-37.67813,0.44495
vegetative,brown_planthopper_adult,69,1.3736,-9.2031,0.445,gama_field_local_m,plant,1,44.12628,-58.678133,0.44495
vegetative,brown_planthopper_adult,70,3.0255,-4.6667,0.445,gama_field_local_m,plant,1,47.12628,-49.67813,0.44495
vegetative,brown_planthopper_adult,71,4.6773,-10.7152,0.445,gama_field_local_m,plant,1,50.12628,-61.678133,0.44495
vegetative,brown_planthopper_adult,72,4.6773,-1.6425,0.445,gama_field_local_m,plant,1,50.12628,-43.67813,0.44495
vegetative,brown_planthopper_adult,73,6.3292,-6.1789,0.445,gama_field_local_m,plant,1,53.12628,-52.678133,0.44495
vegetative,brown_planthopper_adult,74,6.3292,4.4060,0.445,gama_field_local_m,plant,1,53.12628,-31.67813,0.44495
vegetative,brown_planthopper_adult,75,9.6330,1.3817,0.445,gama_field_local_m,plant,1,59.12628,-37.67813,0.44495
vegetative,brown_planthopper_adult,76,11.2849,-13.7395,0.445,gama_field_local_m,plant,1,62.12628,-67.678133,0.44495
