stage_id,stage_name,animal_id,animal_name,species,life_stage,prefab_name,prefab_path,density_per_100m2,spawn_index,x,y,z
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,9,4.821,-14.912,0.613
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,10,4.927,-15.0,0.616
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,11,5.007,-14.997,0.74
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,12,5.005,-15.006,0.935
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,13,4.992,-15.008,1.129
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,14,4.922,-15.042,0.935
vegetative,Vegetative Stage,brown_planthopper_adult,Brown Planthopper - Adult,Brown Planthopper,adult,SM_BrownPlantHopper_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_BrownPlantHopper_01.prefab,25,15,4.962,-15.119,0.846
vegetative,Vegetative Stage,leaf_folder_eggs,Leaf Folder - Eggs,Leaf Folder,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,12,1,5.362,0.053,0.922
vegetative,Vegetative Stage,leaf_folder_eggs,Leaf Folder - Eggs,Leaf Folder,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,12,2,5.678,0.131,0.925
vegetative,Vegetative Stage,leaf_folder_eggs,Leaf Folder - Eggs,Leaf Folder,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,12,3,5.211,-0.298,0.922
vegetative,Vegetative Stage,leaf_folder_eggs,Leaf Folder - Eggs,Leaf Folder,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,12,4,5.424,-0.545,0.925
vegetative,Vegetative Stage,leaf_folder_larva,Leaf Folder - Larva,Leaf Folder,larva,SM_GLF_Nymph,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Nymph.prefab,12,1,11.033,-0.12,0.723
vegetative,Vegetative Stage,leaf_folder_larva,Leaf Folder - Larva,Leaf Folder,larva,SM_GLF_Nymph,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Nymph.prefab,12,2,10.716,0.321,0.717
vegetative,Vegetative Stage,leaf_folder_larva,Leaf Folder - Larva,Leaf Folder,larva,SM_GLF_Nymph,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Nymph.prefab,12,3,11.094,0.431,1.429
vegetative,Vegetative Stage,leaf_folder_larva,Leaf Folder - Larva,Leaf Folder,larva,SM_GLF_Nymph,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Nymph.prefab,12,4,10.924,0.099,0.723
vegetative,Vegetative Stage,leaf_folder_larva,Leaf Folder - Larva,Leaf Folder,larva,SM_GLF_Nymph,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Nymph.prefab,12,5,11.383,-0.192,0.717
vegetative,Vegetative Stage,leaf_folder_larva,Leaf Folder - Larva,Leaf Folder,larva,SM_GLF_Nymph,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Nymph.prefab,12,6,11.073,-0.435,1.429
vegetative,Vegetative Stage,leaf_folder_adult,Leaf Folder - Adult,Leaf Folder,adult,SM_GreenLeafFolder_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GreenLeafFolder_01.prefab,12,1,4.931,-0.298,1.198
vegetative,Vegetative Stage,leaf_folder_adult,Leaf Folder - Adult,Leaf Folder,adult,SM_GreenLeafFolder_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GreenLeafFolder_01.prefab,12,2,4.794,-0.415,1.449
vegetative,Vegetative Stage,leaf_folder_adult,Leaf Folder - Adult,Leaf Folder,adult,SM_GreenLeafFolder_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GreenLeafFolder_01.prefab,12,3,5.161,0.28,1.909
vegetative,Vegetative Stage,leaf_folder_adult,Leaf Folder - Adult,Leaf Folder,adult,SM_GreenLeafFolder_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GreenLeafFolder_01.prefab,12,4,4.703,-0.073,1.198
vegetative,Vegetative Stage,leaf_folder_adult,Leaf Folder - Adult,Leaf Folder,adult,SM_GreenLeafFolder_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GreenLeafFolder_01.prefab,12,5,4.536,-0.004,1.449
vegetative,Vegetative Stage,leaf_folder_adult,Leaf Folder - Adult,Leaf Folder,adult,SM_GreenLeafFolder_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GreenLeafFolder_01.prefab,12,6,5.323,-0.017,1.909
vegetative,Vegetative Stage,yellow_stem_borer_eggs,Yellow Stem Borer - Eggs,Yellow Stem Borer,eggs,SM_YSB_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_YSB_Eggs.prefab,6,1,5.329,-5.417,0.837
vegetative,Vegetative Stage,yellow_stem_borer_eggs,Yellow Stem Borer - Eggs,Yellow Stem Borer,eggs,SM_YSB_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_YSB_Eggs.prefab,6,2,5.319,-5.508,0.713
vegetative,Vegetative Stage,yellow_stem_borer_eggs,Yellow Stem Borer - Eggs,Yellow Stem Borer,eggs,SM_YSB_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_YSB_Eggs.prefab,6,3,5.209,-6.548,0.713
vegetative,Vegetative Stage,yellow_stem_borer_adult,Yellow Stem Borer - Adult,Yellow Stem Borer,adult,SM_YellowStemBorer_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_YellowStemBorer_01.prefab,6,1,14.362,-6.287,1.406
vegetative,Vegetative Stage,yellow_stem_borer_adult,Yellow Stem Borer - Adult,Yellow Stem Borer,adult,SM_YellowStemBorer_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_YellowStemBorer_01.prefab,6,2,13.384,-5.75,2.006
vegetative,Vegetative Stage,yellow_stem_borer_adult,Yellow Stem Borer - Adult,Yellow Stem Borer,adult,SM_YellowStemBorer_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_YellowStemBorer_01.prefab,6,3,13.541,-6.054,1.406
vegetative,Vegetative Stage,golden_apple_snail_eggs,Golden Apple Snail - Eggs,Golden Apple Snail,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,18,1,5.164,-9.241,0.829
vegetative,Vegetative Stage,golden_apple_snail_eggs,Golden Apple Snail - Eggs,Golden Apple Snail,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,18,2,4.708,-9.166,1.363
vegetative,Vegetative Stage,golden_apple_snail_eggs,Golden Apple Snail - Eggs,Golden Apple Snail,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,18,3,4.786,-8.801,0.829
vegetative,Vegetative Stage,golden_apple_snail_eggs,Golden Apple Snail - Eggs,Golden Apple Snail,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,18,4,5.248,-8.773,1.363
vegetative,Vegetative Stage,golden_apple_snail_eggs,Golden Apple Snail - Eggs,Golden Apple Snail,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,18,5,4.811,-9.222,0.829
vegetative,Vegetative Stage,golden_apple_snail_eggs,Golden Apple Snail - Eggs,Golden Apple Snail,eggs,SM_GLF_Eggs,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GLF_Eggs.prefab,18,6,4.762,-8.763,1.363
vegetative,Vegetative Stage,golden_apple_snail_adult,Golden Apple Snail - Adult,Golden Apple Snail,adult,SM_GoldenAppleSnail_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GoldenAppleSnail_01.prefab,18,1,5.139,-9.281,0.408
vegetative,Vegetative Stage,golden_apple_snail_adult,Golden Apple Snail - Adult,Golden Apple Snail,adult,SM_GoldenAppleSnail_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GoldenAppleSnail_01.prefab,18,2,4.804,-9.007,2.356
vegetative,Vegetative Stage,golden_apple_snail_adult,Golden Apple Snail - Adult,Golden Apple Snail,adult,SM_GoldenAppleSnail_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GoldenAppleSnail_01.prefab,18,3,4.803,-8.757,0.408
vegetative,Vegetative Stage,golden_apple_snail_adult,Golden Apple Snail - Adult,Golden Apple Snail,adult,SM_GoldenAppleSnail_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GoldenAppleSnail_01.prefab,18,4,17.899,3.688,-0.495
vegetative,Vegetative Stage,golden_apple_snail_adult,Golden Apple Snail - Adult,Golden Apple Snail,adult,SM_GoldenAppleSnail_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GoldenAppleSnail_01.prefab,18,5,4.766,-9.208,0.408
vegetative,Vegetative Stage,golden_apple_snail_adult,Golden Apple Snail - Adult,Golden Apple Snail,adult,SM_GoldenAppleSnail_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_GoldenAppleSnail_01.prefab,18,6,4.941,-8.813,2.356
vegetative,Vegetative Stage,rat,Rat,Rat,unspecified,SM_Rat_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Rat_01.prefab,1,1,43.01,-30.38,0.716
vegetative,Vegetative Stage,bird,Bird,Bird,unspecified,SM_Bird_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Bird_01.prefab,2,1,8.188,-21.058,3.689
vegetative,Vegetative Stage,bird,Bird,Bird,unspecified,SM_Bird_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Bird_01.prefab,2,2,30.738,-23.171,3.575
vegetative,Vegetative Stage,ladybug,Ladybug,Ladybug,unspecified,SM_Ladybug_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Ladybug_01.prefab,8,1,10.902,-2.764,1.097
vegetative,Vegetative Stage,ladybug,Ladybug,Ladybug,unspecified,SM_Ladybug_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Ladybug_01.prefab,8,2,10.945,-3.249,1.097
vegetative,Vegetative Stage,dragonfly,Dragonfly,Dragonfly,unspecified,SM_Dragonfly_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Dragonfly_01.prefab,6,1,13.961,-0.248,3.405
vegetative,Vegetative Stage,dragonfly,Dragonfly,Dragonfly,unspecified,SM_Dragonfly_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Dragonfly_01.prefab,6,2,25.002,16.996,3.341
vegetative,Vegetative Stage,dragonfly,Dragonfly,Dragonfly,unspecified,SM_Dragonfly_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Dragonfly_01.prefab,6,3,26.996,-33.997,3.341
vegetative,Vegetative Stage,dragonfly,Dragonfly,Dragonfly,unspecified,SM_Dragonfly_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Dragonfly_01.prefab,6,4,-7.003,-27.004,3.341
vegetative,Vegetative Stage,dragonfly,Dragonfly,Dragonfly,unspecified,SM_Dragonfly_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Dragonfly_01.prefab,6,5,46.997,-13.003,3.341
vegetative,Vegetative Stage,dragonfly,Dragonfly,Dragonfly,unspecified,SM_Dragonfly_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Dragonfly_01.prefab,6,6,13.861,-0.209,3.405
vegetative,Vegetative Stage,duck,Duck,Duck,unspecified,SM_Duck_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Duck_01.prefab,2,1,19.82,-30.4,0.59
vegetative,Vegetative Stage,duck,Duck,Duck,unspecified,SM_Duck_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Duck_01.prefab,2,2,0.39,-18.38,-0.48
vegetative,Vegetative Stage,fish,Fish,Fish,unspecified,SM_Fish_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Fish_01.prefab,5,1,17.0,8.23,-0.429
vegetative,Vegetative Stage,fish,Fish,Fish,unspecified,SM_Fish_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Fish_01.prefab,5,2,36.13,-16.55,-0.347
vegetative,Vegetative Stage,fish,Fish,Fish,unspecified,SM_Fish_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Fish_01.prefab,5,3,4.56,-26.15,-0.347
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,1,8.542,-16.821,-0.479
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,2,9.95,17.06,-0.479
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,3,31.48,-10.93,-0.479
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,4,25.76,-28.39,-0.479
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,5,0.304,-4.079,-0.479
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,6,11.02,5.765,-0.479
vegetative,Vegetative Stage,frog,Frog,Frog,unspecified,SM_Frog_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Frog_01.prefab,7,7,18.45,-4.145,-0.479
vegetative,Vegetative Stage,weaver_ant,Weaver Ant,Weaver Ant,unspecified,SM_WeaverAnt_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_WeaverAnt_01.prefab,4,1,13.698,-2.629,1.581
vegetative,Vegetative Stage,weaver_ant,Weaver Ant,Weaver Ant,unspecified,SM_WeaverAnt_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_WeaverAnt_01.prefab,4,2,13.701,-2.618,1.686
vegetative,Vegetative Stage,weaver_ant,Weaver Ant,Weaver Ant,unspecified,SM_WeaverAnt_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_WeaverAnt_01.prefab,4,3,13.654,-2.58,1.741
vegetative,Vegetative Stage,weaver_ant,Weaver Ant,Weaver Ant,unspecified,SM_WeaverAnt_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_WeaverAnt_01.prefab,4,4,13.626,-2.615,1.582
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,1,1.698,-9.443,1.583
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,2,25.393,16.635,1.612
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,3,47.51,-34.781,1.612
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,4,18.739,-34.468,1.612
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,5,24.745,-34.472,1.612
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,6,-6.479,-4.874,1.612
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,7,-7.245,-8.523,1.612
vegetative,Vegetative Stage,lynx_spider,Lynx Spider,Lynx Spider,unspecified,SM_Spider_01,simple.CADT.VU1.New\Assets\Assets\Prefabs\Animals\SM_Spider_01.prefab,9,8,49.362,-10.604,1.612
